	가다	동대문	따뜻하다	먹다	수제비	오늘		.	너	마시다	물음표	읽다	책	커피
0	0.999932 	0.000001 	0.000000 	0.000061 	0.000000 	0.000006 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
1	0.568083 	0.001446 	0.000308 	0.181119 	0.000267 	0.244983 	0.000116 	0.000004 	0.001088 	0.000006 	0.002327 	0.000009 	0.000244 	0.000000 
2	0.000000 	0.008901 	0.000000 	0.000001 	0.000000 	0.000000 	0.000000 	0.000000 	0.991064 	0.000000 	0.000000 	0.000034 	0.000000 	0.000000 
3	0.000001 	0.999993 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000004 	0.000000 	0.000003 	0.000000 	0.000000 	0.000000 
4	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
5	0.000008 	0.955309 	0.000001 	0.000007 	0.000016 	0.000989 	0.000000 	0.000000 	0.000063 	0.000000 	0.001189 	0.001373 	0.000003 	0.041043 
6	0.000047 	0.980854 	0.000000 	0.000013 	0.000003 	0.000229 	0.000000 	0.000000 	0.000158 	0.000000 	0.002730 	0.000314 	0.000001 	0.015651 
7	0.000000 	0.951036 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 	0.048962 
8	0.001065 	0.998805 	0.000000 	0.000048 	0.000000 	0.000001 	0.000000 	0.000000 	0.000024 	0.000000 	0.000057 	0.000000 	0.000000 	0.000000 
9	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
10	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
11	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
12	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
13	0.000000 	0.999999 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 	0.000000 
14	0.000000 	0.999999 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 	0.000000 
15	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
16	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
17	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
18	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
19	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
20	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
21	0.000000 	0.999991 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000008 	0.000000 	0.000000 	0.000000 
22	0.000000 	0.999999 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 	0.000000 
23	0.000000 	0.999903 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000096 	0.000000 	0.000000 	0.000000 
24	0.000000 	0.999939 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000060 	0.000000 	0.000000 	0.000000 
25	0.000000 	0.999991 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000009 	0.000000 	0.000000 	0.000000 
26	0.000000 	0.999532 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 	0.000003 	0.000000 	0.000462 	0.000001 	0.000000 	0.000001 
27	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
28	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
29	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
30	0.000000 	0.999999 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 	0.000000 
31	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
32	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
33	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
34	0.000003 	0.996947 	0.000000 	0.000001 	0.000000 	0.000002 	0.000000 	0.000000 	0.000008 	0.000000 	0.003032 	0.000001 	0.000000 	0.000005 
35	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
36	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
37	0.000000 	0.999999 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
38	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
39	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
40	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
41	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
42	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
43	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
44	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
45	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
46	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
47	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
48	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
49	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
50	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
51	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
52	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
53	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
54	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
55	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
56	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
57	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
58	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
59	0.000000 	0.003700 	0.000000 	0.000000 	0.000000 	0.996299 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 
60	0.000000 	0.983816 	0.000001 	0.000000 	0.000009 	0.009345 	0.000000 	0.000000 	0.000000 	0.000000 	0.000009 	0.001289 	0.000006 	0.005524 
61	0.105254 	0.683116 	0.000000 	0.001247 	0.000003 	0.000025 	0.000000 	0.000000 	0.000144 	0.000000 	0.210209 	0.000001 	0.000002 	0.000000 
62	0.999997 	0.000001 	0.000000 	0.000002 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
63	0.009234 	0.000068 	0.000000 	0.988334 	0.000018 	0.000004 	0.000000 	0.000000 	0.000038 	0.000004 	0.002298 	0.000001 	0.000001 	0.000000 
64	0.152902 	0.000101 	0.000000 	0.842694 	0.000025 	0.000006 	0.000000 	0.000000 	0.000194 	0.000002 	0.004072 	0.000000 	0.000003 	0.000000 
65	0.003212 	0.000014 	0.000000 	0.994268 	0.000011 	0.000001 	0.000000 	0.000000 	0.000015 	0.000002 	0.002474 	0.000001 	0.000001 	0.000000 
66	0.006867 	0.000086 	0.000001 	0.969435 	0.000057 	0.000006 	0.000000 	0.000000 	0.000056 	0.000010 	0.023471 	0.000007 	0.000004 	0.000000 
67	0.697818 	0.001670 	0.000000 	0.123435 	0.000068 	0.000021 	0.000001 	0.000000 	0.000485 	0.000002 	0.176472 	0.000002 	0.000025 	0.000000 
68	0.957207 	0.000404 	0.000000 	0.007878 	0.000005 	0.000005 	0.000000 	0.000000 	0.000051 	0.000000 	0.034448 	0.000000 	0.000002 	0.000000 
69	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
70	0.999999 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 	0.000000 
71	0.999999 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
72	0.999455 	0.000001 	0.000000 	0.000047 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000497 	0.000000 	0.000000 	0.000000 
73	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
74	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
75	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
76	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
77	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
78	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
79	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
80	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
81	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
82	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
83	0.000000 	0.000006 	0.000000 	0.000005 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.999988 	0.000001 	0.000000 	0.000000 
84	0.000005 	0.001197 	0.000000 	0.000005 	0.000001 	0.000001 	0.000000 	0.000000 	0.000000 	0.000000 	0.998792 	0.000000 	0.000000 	0.000000 
85	0.001198 	0.002976 	0.000009 	0.000511 	0.011588 	0.002127 	0.000001 	0.000084 	0.000007 	0.001991 	0.377120 	0.032401 	0.569980 	0.000008 
86	0.063606 	0.910008 	0.000000 	0.001250 	0.000045 	0.000163 	0.000000 	0.000000 	0.001105 	0.000018 	0.023567 	0.000051 	0.000102 	0.000083 
87	0.000800 	0.008382 	0.000001 	0.000790 	0.000054 	0.000028 	0.000000 	0.000000 	0.000002 	0.000012 	0.989792 	0.000094 	0.000044 	0.000000 
88	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
89	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
90	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
91	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
92	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
93	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
94	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
95	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
96	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
97	0.999996 	0.000000 	0.000000 	0.000004 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
98	0.999996 	0.000002 	0.000000 	0.000001 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
99	0.671338 	0.000002 	0.000000 	0.327975 	0.000001 	0.000003 	0.000000 	0.000000 	0.000652 	0.000000 	0.000029 	0.000000 	0.000000 	0.000000 
100	0.932945 	0.000002 	0.000000 	0.066859 	0.000000 	0.000024 	0.000000 	0.000000 	0.000164 	0.000000 	0.000007 	0.000000 	0.000000 	0.000000 
101	0.985469 	0.000000 	0.000000 	0.014476 	0.000000 	0.000008 	0.000000 	0.000000 	0.000045 	0.000000 	0.000002 	0.000000 	0.000000 	0.000000 
102	0.988423 	0.000000 	0.000000 	0.011562 	0.000000 	0.000003 	0.000000 	0.000000 	0.000009 	0.000000 	0.000002 	0.000000 	0.000000 	0.000000 
103	0.020906 	0.000000 	0.000000 	0.979070 	0.000000 	0.000001 	0.000000 	0.000000 	0.000009 	0.000000 	0.000014 	0.000000 	0.000000 	0.000000 
104	0.000491 	0.000000 	0.000000 	0.999502 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000006 	0.000000 	0.000000 	0.000000 
105	0.031649 	0.000006 	0.000000 	0.968120 	0.000001 	0.000001 	0.000000 	0.000000 	0.000013 	0.000000 	0.000210 	0.000000 	0.000000 	0.000000 
106	0.999121 	0.000005 	0.000000 	0.000836 	0.000000 	0.000000 	0.000000 	0.000000 	0.000003 	0.000000 	0.000033 	0.000000 	0.000000 	0.000000 
107	0.000000 	0.000000 	0.999700 	0.000005 	0.000000 	0.000294 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
108	0.000024 	0.000471 	0.000061 	0.000307 	0.139006 	0.001192 	0.000000 	0.000035 	0.000000 	0.000872 	0.260487 	0.072564 	0.524981 	0.000001 
109	0.000003 	0.000001 	0.000000 	0.000003 	0.016505 	0.000021 	0.000000 	0.000012 	0.000000 	0.000508 	0.008120 	0.000012 	0.974816 	0.000000 
110	0.000003 	0.000002 	0.000015 	0.000011 	0.920426 	0.000016 	0.000000 	0.000022 	0.000000 	0.000165 	0.032430 	0.000012 	0.046882 	0.000016 
111	0.000001 	0.000002 	0.000004 	0.000005 	0.749957 	0.000049 	0.000000 	0.000072 	0.000000 	0.000288 	0.005013 	0.000018 	0.244568 	0.000023 
112	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
113	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
114	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
115	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
116	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
117	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
