	가다	동대문	따뜻하다	먹다	수제비	오늘		.
0	0.000001 	0.000832 	0.000001 	0.000000 	0.000001 	0.999155 	0.000000 	0.000010 
1	0.000001 	0.001117 	0.000000 	0.000000 	0.000000 	0.998875 	0.000000 	0.000006 
2	0.000001 	0.001367 	0.000000 	0.000000 	0.000000 	0.998628 	0.000000 	0.000004 
3	0.000001 	0.002397 	0.000000 	0.000000 	0.000000 	0.997598 	0.000000 	0.000004 
4	0.000001 	0.004324 	0.000000 	0.000000 	0.000000 	0.995671 	0.000000 	0.000004 
5	0.000002 	0.008581 	0.000000 	0.000000 	0.000000 	0.991410 	0.000000 	0.000006 
6	0.000002 	0.016049 	0.000000 	0.000000 	0.000000 	0.983939 	0.000000 	0.000009 
7	0.000004 	0.026493 	0.000000 	0.000000 	0.000000 	0.973490 	0.000000 	0.000013 
8	0.000004 	0.024147 	0.000000 	0.000000 	0.000000 	0.975834 	0.000000 	0.000016 
9	0.000005 	0.035192 	0.000000 	0.000000 	0.000000 	0.964789 	0.000000 	0.000014 
10	0.000006 	0.049766 	0.000000 	0.000000 	0.000000 	0.950216 	0.000000 	0.000012 
11	0.000006 	0.057781 	0.000000 	0.000000 	0.000000 	0.942199 	0.000000 	0.000014 
12	0.000006 	0.058801 	0.000000 	0.000000 	0.000000 	0.941179 	0.000000 	0.000014 
13	0.000006 	0.067911 	0.000000 	0.000000 	0.000000 	0.932068 	0.000000 	0.000014 
14	0.000005 	0.144184 	0.000000 	0.000000 	0.000000 	0.855798 	0.000000 	0.000013 
15	0.000004 	0.107211 	0.000000 	0.000000 	0.000000 	0.892777 	0.000000 	0.000007 
16	0.000003 	0.079733 	0.000000 	0.000000 	0.000000 	0.920257 	0.000000 	0.000007 
17	0.000003 	0.060062 	0.000000 	0.000000 	0.000000 	0.939932 	0.000000 	0.000004 
18	0.000002 	0.033021 	0.000000 	0.000000 	0.000000 	0.966975 	0.000000 	0.000002 
19	0.000001 	0.016559 	0.000000 	0.000000 	0.000000 	0.983439 	0.000000 	0.000001 
20	0.000000 	0.007426 	0.000000 	0.000000 	0.000000 	0.992573 	0.000000 	0.000000 
21	0.000000 	0.016110 	0.000000 	0.000000 	0.000000 	0.983890 	0.000000 	0.000000 
22	0.000000 	0.036274 	0.000000 	0.000000 	0.000000 	0.963726 	0.000000 	0.000000 
23	0.000000 	0.031900 	0.000000 	0.000000 	0.000000 	0.968100 	0.000000 	0.000000 
24	0.000000 	0.153563 	0.000000 	0.000000 	0.000000 	0.846437 	0.000000 	0.000000 
25	0.000000 	0.376966 	0.000000 	0.000000 	0.000000 	0.623033 	0.000000 	0.000000 
26	0.000000 	0.639265 	0.000000 	0.000000 	0.000000 	0.360735 	0.000000 	0.000000 
27	0.000000 	0.919001 	0.000000 	0.000000 	0.000000 	0.080999 	0.000000 	0.000000 
28	0.000000 	0.983629 	0.000000 	0.000000 	0.000000 	0.016371 	0.000000 	0.000000 
29	0.000000 	0.996787 	0.000000 	0.000000 	0.000000 	0.003213 	0.000000 	0.000000 
30	0.000000 	0.999137 	0.000000 	0.000000 	0.000000 	0.000863 	0.000000 	0.000000 
31	0.000000 	0.999815 	0.000000 	0.000000 	0.000000 	0.000185 	0.000000 	0.000000 
32	0.000000 	0.999990 	0.000000 	0.000000 	0.000000 	0.000010 	0.000000 	0.000000 
33	0.000000 	0.999999 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 
34	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
35	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
36	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
37	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
38	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
39	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
40	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
41	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
42	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
43	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
44	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
45	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
46	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
47	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
48	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
49	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
50	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
51	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
52	0.000000 	0.999998 	0.000000 	0.000000 	0.000000 	0.000002 	0.000000 	0.000000 
53	0.000000 	0.999990 	0.000000 	0.000000 	0.000000 	0.000010 	0.000000 	0.000000 
54	0.000000 	0.999940 	0.000000 	0.000000 	0.000000 	0.000060 	0.000000 	0.000000 
55	0.000000 	0.999857 	0.000000 	0.000000 	0.000000 	0.000143 	0.000000 	0.000000 
56	0.000000 	0.999295 	0.000000 	0.000000 	0.000000 	0.000705 	0.000000 	0.000000 
57	0.000000 	0.997076 	0.000000 	0.000000 	0.000000 	0.002924 	0.000000 	0.000000 
58	0.000000 	0.979769 	0.000000 	0.000000 	0.000000 	0.020231 	0.000000 	0.000000 
59	0.000000 	0.781159 	0.000000 	0.000000 	0.000000 	0.218841 	0.000000 	0.000000 
60	0.000000 	0.241456 	0.000000 	0.000000 	0.000000 	0.758544 	0.000000 	0.000000 
61	0.000000 	0.025510 	0.000000 	0.000000 	0.000000 	0.974490 	0.000000 	0.000000 
62	0.000000 	0.003755 	0.000000 	0.000000 	0.000000 	0.996245 	0.000000 	0.000000 
63	0.000000 	0.000744 	0.000000 	0.000000 	0.000000 	0.999255 	0.000000 	0.000000 
64	0.000000 	0.000221 	0.000000 	0.000000 	0.000000 	0.999779 	0.000000 	0.000000 
65	0.000000 	0.000076 	0.000000 	0.000000 	0.000000 	0.999923 	0.000000 	0.000000 
66	0.000000 	0.000047 	0.000001 	0.000000 	0.000003 	0.999947 	0.000000 	0.000001 
