		.	가다	동대문	따뜻하다	먹다	수제비	오늘
1	0.000029 	0.000000 	0.000001 	0.000000 	0.000001 	0.999966 	0.000000 	0.000003 
2	0.000001 	0.000000 	0.000000 	0.000000 	0.000000 	0.999998 	0.000000 	0.000001 
3	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
4	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
5	0.000001 	0.000000 	0.000000 	0.000000 	0.000000 	0.999999 	0.000000 	0.000000 
6	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
7	0.000005 	0.000000 	0.000001 	0.000000 	0.000001 	0.999992 	0.000000 	0.000002 
8	0.000003 	0.000000 	0.000001 	0.000000 	0.000000 	0.999995 	0.000000 	0.000001 
9	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
10	0.000033 	0.000000 	0.000001 	0.000000 	0.000003 	0.999952 	0.000000 	0.000010 
11	0.000010 	0.000000 	0.000001 	0.000000 	0.000002 	0.999981 	0.000000 	0.000006 
12	0.000026 	0.000000 	0.000002 	0.000000 	0.000003 	0.999960 	0.000000 	0.000009 
13	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
14	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.999999 	0.000000 	0.000000 
15	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.999999 	0.000000 	0.000000 
16	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
17	0.000026 	0.000000 	0.000001 	0.000000 	0.000003 	0.999958 	0.000000 	0.000011 
18	0.000001 	0.000000 	0.000000 	0.000000 	0.000000 	0.999998 	0.000000 	0.000001 
19	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
20	0.000081 	0.000001 	0.000003 	0.000000 	0.000010 	0.999870 	0.000000 	0.000035 
21	0.000028 	0.000001 	0.000002 	0.000000 	0.000004 	0.999955 	0.000000 	0.000011 
22	0.000001 	0.000000 	0.000000 	0.000000 	0.000000 	0.999997 	0.000000 	0.000001 
23	0.000002 	0.000000 	0.000001 	0.000000 	0.000000 	0.999996 	0.000000 	0.000001 
24	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
25	0.000007 	0.000000 	0.000001 	0.000000 	0.000002 	0.999985 	0.000000 	0.000006 
26	0.000024 	0.000001 	0.000003 	0.000000 	0.000010 	0.999921 	0.000000 	0.000041 
27	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
28	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
29	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
30	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
31	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
32	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
33	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
34	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
35	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
36	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
37	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
38	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
39	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
40	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
41	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
42	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
43	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
44	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
45	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
46	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
47	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
48	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
49	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
50	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
51	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.999964 	0.000000 	0.000036 
52	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
53	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
54	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
55	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
56	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.999997 	0.000000 	0.000002 
57	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
58	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
59	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
60	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
61	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
62	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
63	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
64	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
65	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
66	0.000017 	0.992842 	0.000000 	0.000000 	0.000000 	0.007140 	0.000000 	0.000000 
67	0.000001 	0.999826 	0.000000 	0.000000 	0.000000 	0.000173 	0.000000 	0.000000 
68	0.000000 	0.999996 	0.000000 	0.000000 	0.000000 	0.000004 	0.000000 	0.000000 
69	0.000000 	0.999999 	0.000000 	0.000000 	0.000000 	0.000001 	0.000000 	0.000000 
70	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
71	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
72	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
73	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
74	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
75	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
76	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
77	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
78	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
79	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
80	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
81	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
82	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
83	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
84	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
85	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
86	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
87	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
88	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
89	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
90	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
91	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
92	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
93	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
94	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
95	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
96	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
97	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
98	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
99	0.000008 	0.928870 	0.000001 	0.000000 	0.000001 	0.071119 	0.000000 	0.000000 
100	0.000003 	0.009327 	0.000003 	0.000000 	0.000001 	0.990666 	0.000000 	0.000000 
101	0.000000 	0.000004 	0.000000 	0.000000 	0.000000 	0.999996 	0.000000 	0.000000 
102	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
103	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
104	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
105	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
106	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
107	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
108	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
109	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.999999 	0.000000 	0.000000 
110	0.000006 	0.000004 	0.000094 	0.000000 	0.021579 	0.975177 	0.000002 	0.003139 
111	0.000002 	0.000003 	0.000097 	0.000001 	0.986552 	0.005421 	0.000001 	0.007924 
112	0.000000 	0.000001 	0.000023 	0.000000 	0.957770 	0.000518 	0.000000 	0.041687 
113	0.000000 	0.000000 	0.000004 	0.000000 	0.897774 	0.000022 	0.000000 	0.102201 
114	0.000000 	0.000000 	0.000001 	0.000000 	0.967767 	0.000002 	0.000000 	0.032230 
115	0.000000 	0.000000 	0.000000 	0.000000 	0.987637 	0.000001 	0.000000 	0.012362 
116	0.000000 	0.000000 	0.000000 	0.000000 	0.996654 	0.000001 	0.000000 	0.003345 
117	0.000000 	0.000000 	0.000000 	0.000000 	0.997527 	0.000001 	0.000000 	0.002472 
118	0.000000 	0.000000 	0.000001 	0.000000 	0.993967 	0.000001 	0.000000 	0.006031 
119	0.000000 	0.000000 	0.000001 	0.000000 	0.997457 	0.000001 	0.000000 	0.002541 
120	0.000000 	0.000000 	0.000000 	0.000000 	0.998277 	0.000001 	0.000000 	0.001722 
121	0.000000 	0.000000 	0.000001 	0.000000 	0.991622 	0.000002 	0.000000 	0.008375 
122	0.000000 	0.000000 	0.000001 	0.000000 	0.997388 	0.000001 	0.000000 	0.002610 
123	0.000000 	0.000000 	0.000001 	0.000000 	0.997946 	0.000002 	0.000000 	0.002050 
124	0.000000 	0.000000 	0.000003 	0.000000 	0.999606 	0.000010 	0.000000 	0.000381 
125	0.000000 	0.000001 	0.000014 	0.000000 	0.988398 	0.000138 	0.000000 	0.011448 
126	0.000001 	0.000003 	0.000062 	0.000001 	0.931496 	0.001344 	0.000001 	0.067090 
127	0.000017 	0.000018 	0.000279 	0.000004 	0.046597 	0.528962 	0.000052 	0.424071 
128	0.000001 	0.000001 	0.000008 	0.000000 	0.000082 	0.996989 	0.000001 	0.002920 
129	0.000001 	0.000001 	0.000013 	0.000000 	0.000111 	0.998637 	0.000001 	0.001236 
130	0.000000 	0.000000 	0.000001 	0.000000 	0.000004 	0.999896 	0.000000 	0.000098 
131	0.000001 	0.000001 	0.000004 	0.000000 	0.000029 	0.996366 	0.000001 	0.003599 
132	0.000000 	0.000000 	0.000000 	0.000000 	0.000001 	0.999166 	0.000000 	0.000832 
133	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.998465 	0.000000 	0.001534 
134	0.000000 	0.000000 	0.000001 	0.000000 	0.000005 	0.433369 	0.000002 	0.566624 
135	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000052 	0.000000 	0.999947 
136	0.000000 	0.000000 	0.000000 	0.000000 	0.000004 	0.008962 	0.000001 	0.991032 
137	0.000000 	0.000000 	0.000000 	0.000000 	0.000005 	0.001130 	0.000001 	0.998864 
138	0.000000 	0.000000 	0.000000 	0.000000 	0.000025 	0.000004 	0.000000 	0.999972 
139	0.000000 	0.000000 	0.000000 	0.000000 	0.000771 	0.000054 	0.000000 	0.999175 
140	0.000000 	0.000000 	0.000000 	0.000000 	0.000026 	0.000072 	0.000000 	0.999902 
141	0.000000 	0.000000 	0.000000 	0.000000 	0.000016 	0.000242 	0.000000 	0.999742 
142	0.000000 	0.000000 	0.000000 	0.000000 	0.000003 	0.002375 	0.000000 	0.997622 
143	0.000000 	0.000000 	0.000000 	0.000000 	0.000012 	0.007042 	0.000001 	0.992945 
144	0.000000 	0.000000 	0.000000 	0.000000 	0.000001 	0.000100 	0.000000 	0.999899 
145	0.000000 	0.000000 	0.000000 	0.000000 	0.000016 	0.005838 	0.000001 	0.994145 
146	0.000000 	0.000000 	0.000001 	0.000000 	0.000003 	0.984512 	0.000001 	0.015483 
147	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.999997 	0.000000 	0.000003 
148	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
149	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
150	0.000000 	0.000000 	0.000001 	0.000000 	0.000003 	0.999923 	0.000000 	0.000073 
151	0.000025 	0.000019 	0.000540 	0.000002 	0.257780 	0.735716 	0.000007 	0.005911 
152	0.000002 	0.000001 	0.000140 	0.000000 	0.996662 	0.003173 	0.000000 	0.000021 
153	0.000002 	0.000002 	0.000485 	0.000000 	0.997001 	0.002503 	0.000000 	0.000007 
154	0.000010 	0.000010 	0.002298 	0.000001 	0.960932 	0.036726 	0.000000 	0.000022 
155	0.000000 	0.000000 	0.000002 	0.000000 	0.999996 	0.000001 	0.000000 	0.000000 
156	0.000000 	0.000000 	0.000003 	0.000000 	0.999993 	0.000003 	0.000000 	0.000000 
157	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
158	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
159	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
160	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
161	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
162	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
163	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
164	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
165	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
166	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
167	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
168	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
169	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
170	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
171	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
172	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
173	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
174	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
175	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
176	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
177	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
178	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 	0.000000 
179	0.000003 	0.000007 	0.000453 	0.000000 	0.998347 	0.001189 	0.000000 	0.000001 
180	0.000005 	0.000009 	0.000174 	0.000000 	0.000431 	0.999377 	0.000000 	0.000003 
181	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	1.000000 	0.000000 	0.000000 
182	0.000003 	0.000011 	0.000167 	0.000000 	0.000056 	0.999762 	0.000000 	0.000001 
183	0.000018 	0.000028 	0.000352 	0.000000 	0.001222 	0.998375 	0.000000 	0.000004 
