,가다,동대문,따뜻하다,먹다,수제비,오늘,,.
0,0.9999311,1.1636191e-07,1.3863335e-10,6.6384506e-05,1.7420751e-10,2.401486e-06,1.403393e-09,1.1588945e-11
1,0.7098283,3.1697262e-05,2.8358204e-07,0.24990864,1.4918813e-06,0.0401705,5.888141e-05,8.80301e-08
2,5.190966e-14,1.0,1.8525317e-17,2.1250273e-14,2.9480446e-12,1.0770513e-10,1.6166097e-23,4.056849e-21
3,4.9975998e-14,1.0,1.8032635e-18,1.9528336e-14,2.2660626e-13,3.9029127e-11,4.0585616e-24,5.4704043e-22
4,1.3478027e-18,1.0,7.8114895e-22,1.3863327e-19,1.997344e-15,6.0752e-14,2.2963694e-30,3.5069647e-27
5,2.4749366e-05,0.95374155,4.9677516e-07,2.1943793e-05,4.382132e-05,0.04616752,1.0613258e-09,2.546226e-09
6,5.4091765e-06,0.9997092,9.581595e-09,7.926123e-05,6.26049e-05,0.00014350042,1.5997658e-11,1.4819601e-10
7,1.4460591e-17,1.0,1.2498932e-20,1.20959274e-17,4.7179613e-14,3.9129117e-13,2.7485647e-28,4.515042e-25
8,1.5125148e-06,0.8644829,1.1603351e-11,0.1355142,7.537463e-07,7.4591395e-07,4.0939667e-14,3.1232585e-14
9,3.2593835e-14,1.0,1.8920977e-18,2.9415933e-14,2.5992034e-13,2.9298557e-11,3.786908e-24,5.8704095e-22
10,2.8647447e-14,1.0,1.7807122e-18,2.5173933e-14,2.5099058e-13,2.6022618e-11,2.856753e-24,5.0349223e-22
11,6.4261912e-15,1.0,5.803642e-19,6.0304955e-15,1.554618e-13,1.160317e-11,4.9100517e-25,1.2669381e-22
12,1.4636653e-14,1.0,1.6104033e-18,1.7754827e-14,2.939043e-13,2.2637234e-11,2.1134079e-24,4.3666806e-22
13,7.730471e-15,1.0,7.8803393e-19,5.8568305e-15,1.5071467e-13,1.2924584e-11,5.6590717e-25,1.5099367e-22
14,8.474568e-15,1.0,1.564624e-18,7.877951e-15,2.6483001e-13,1.8930468e-11,1.1174837e-24,2.9250374e-22
15,1.10059234e-14,1.0,1.3331679e-18,1.271737e-14,2.4613268e-13,1.9142037e-11,1.4773282e-24,3.315817e-22
16,1.2243665e-14,1.0,1.51213e-18,1.4955514e-14,3.589587e-13,2.082423e-11,1.9605418e-24,4.0346696e-22
17,9.791411e-15,1.0,1.1548483e-18,1.2219029e-14,2.538954e-13,1.7483558e-11,1.2294291e-24,2.7598573e-22
18,2.4073102e-14,1.0,3.5883252e-18,3.431791e-14,5.5692235e-13,3.8529936e-11,6.4506738e-24,1.1368035e-21
19,9.918097e-15,1.0,1.5583339e-18,1.40430024e-14,3.5186944e-13,2.0681375e-11,1.6320001e-24,3.7682792e-22
20,5.829095e-14,1.0,4.8671216e-18,8.378045e-14,5.784044e-13,5.567806e-11,1.4529832e-23,1.9187924e-21
21,9.2029743e-14,1.0,4.722708e-17,7.15869e-14,2.9022674e-12,1.9039907e-10,5.73792e-23,1.0779357e-20
22,3.437882e-15,1.0,4.6114016e-19,2.8305582e-15,1.09104335e-13,8.782185e-12,2.1038107e-25,6.842157e-23
23,6.3538354e-14,1.0,4.9406972e-17,3.419768e-14,2.4193635e-12,1.9944937e-10,3.5138815e-23,7.444231e-21
24,7.4481206e-14,1.0,5.0748116e-17,4.0491563e-14,2.942253e-12,2.431074e-10,4.619421e-23,8.869969e-21
25,6.8510945e-14,1.0,4.1270678e-17,5.1815387e-14,2.1050084e-12,1.8085788e-10,3.6986782e-23,7.4321726e-21
26,1.2108007e-12,1.0,1.6755922e-15,3.7636707e-13,3.232155e-11,2.6722042e-09,3.926667e-21,3.8517947e-19
27,3.3506187e-14,1.0,1.6703692e-18,4.786321e-14,2.7255425e-13,2.860245e-11,4.328713e-24,6.2525474e-22
28,6.648115e-14,1.0,3.659964e-18,1.2447516e-13,4.5689277e-13,5.1669405e-11,1.6400644e-23,1.7392603e-21
29,9.793769e-14,1.0,6.3896133e-18,2.4299063e-13,6.8078773e-13,6.8301774e-11,3.8738163e-23,3.412719e-21
30,1.930647e-13,1.0,1.4299537e-17,3.6556687e-13,1.3328771e-12,1.0715352e-10,1.0775605e-22,8.430658e-21
31,3.9749706e-13,1.0,3.1976903e-17,5.0515093e-13,2.289428e-12,1.7085534e-10,2.671417e-22,2.0545872e-20
32,2.227086e-14,1.0,2.0155341e-18,3.0672327e-14,3.5822002e-13,2.7664395e-11,3.7790145e-24,6.599725e-22
33,2.8991837e-17,1.0,1.0833158e-19,3.3342025e-18,7.0691277e-13,1.4176121e-12,9.2122e-28,1.1382555e-24
34,4.7657174e-13,1.0,7.4104207e-16,3.7770034e-13,4.866053e-11,1.0362985e-09,1.3202453e-21,2.669903e-19
35,1.9268069e-16,1.0,7.734172e-19,2.5491973e-17,2.2907427e-12,7.679312e-12,1.984089e-26,1.5752983e-23
36,4.7371947e-18,1.0,1.5957618e-20,5.024684e-19,1.5822411e-13,2.5667226e-13,3.7877075e-29,8.5207455e-26
37,4.2082565e-14,1.0,7.6368205e-16,7.383646e-15,7.403309e-10,9.853637e-10,1.1416049e-22,4.3635377e-20
38,1.2725163e-17,1.0,4.007936e-20,1.3682235e-18,2.7686325e-13,6.469623e-13,2.0106322e-28,2.9676296e-25
39,1.3493313e-17,1.0,4.4354164e-20,1.4249815e-18,3.1029752e-13,7.3495246e-13,2.245248e-28,3.2774316e-25
40,1.16359125e-17,1.0,3.7817476e-20,1.180869e-18,2.7437145e-13,6.3216115e-13,1.7501358e-28,2.5889357e-25
41,4.637568e-17,1.0,1.2807403e-19,4.695706e-18,4.9460436e-13,2.2184817e-12,1.6244079e-27,1.530884e-24
42,1.2984228e-15,1.0,3.2082208e-18,1.2216686e-16,3.2726495e-12,3.497054e-11,2.5981666e-25,1.0694808e-22
43,1.3735237e-14,1.0,4.8909102e-17,1.69711e-15,2.36291e-11,3.186943e-10,1.486345e-23,3.3275776e-21
44,1.5639282e-15,1.0,7.0255725e-18,2.0322278e-16,9.579652e-12,5.664544e-11,5.371162e-25,2.1504288e-22
45,7.571359e-14,1.0,3.652868e-16,9.902219e-15,8.341719e-11,1.8885227e-09,2.6165012e-22,4.1055963e-20
