,,.,가다,동대문,따뜻하다,먹다,수제비,오늘
0,1.4059307e-05,8.288033e-08,2.4092149e-06,1.4461935e-05,6.477626e-07,0.9999676,4.3128856e-07,3.0515582e-07
1,1.2185504e-07,1.0826141e-09,1.4431835e-07,5.064401e-07,1.460225e-08,0.9999993,1.2020559e-08,6.512308e-09
2,2.8147153e-07,3.2014085e-09,2.9012514e-07,1.0235465e-06,4.6922032e-08,0.99999833,3.142017e-08,2.126713e-08
3,1.1941029e-07,1.6347963e-09,2.2466557e-07,5.8902845e-07,2.913574e-08,0.99999905,1.8675205e-08,1.1316999e-08
4,2.7059505e-07,3.798215e-09,3.8172067e-07,1.0018814e-06,6.6352655e-08,0.9999982,3.5188986e-08,2.4604041e-08
5,4.079417e-07,5.9896332e-09,5.5496105e-07,1.3011467e-06,1.0848355e-07,0.9999976,4.9126303e-08,3.5277672e-08
6,2.1971299e-07,3.2350216e-09,3.4590045e-07,8.6295466e-07,6.721874e-08,0.99999845,3.1575055e-08,2.3284827e-08
7,6.06033e-07,9.338538e-09,7.5617277e-07,1.7396925e-06,1.7026248e-07,0.99999666,7.0270325e-08,5.6322882e-08
8,5.229046e-07,6.419286e-09,5.751638e-07,1.2677187e-06,1.0814781e-07,0.9999975,4.275255e-08,3.118182e-08
9,5.6568643e-07,6.3382095e-09,5.4716276e-07,1.3143501e-06,9.413373e-08,0.9999975,4.204087e-08,2.9078677e-08
10,5.184164e-07,6.445148e-09,5.8543213e-07,1.290216e-06,1.035163e-07,0.9999975,4.3408495e-08,3.1121807e-08
11,3.5774582e-07,5.660066e-09,5.9943665e-07,1.0388865e-06,1.0240717e-07,0.99999785,3.9471544e-08,2.9137095e-08
12,2.1017787e-07,4.4261546e-09,4.914314e-07,8.522626e-07,1.0563903e-07,0.99999833,3.863804e-08,3.65402e-08
13,2.3201583e-06,5.9931784e-07,5.773816e-05,1.5887947e-05,0.0016182942,0.9982761,3.608714e-06,2.5429552e-05
14,9.686767e-07,2.0360292e-07,2.5505306e-05,5.7458924e-06,0.00014776783,0.99981576,1.2330283e-06,2.779828e-06
15,4.245029e-07,6.600006e-08,1.0481184e-05,2.9876417e-06,1.8127852e-05,0.99996674,5.1234525e-07,6.397851e-07
16,3.133823e-06,2.0289071e-06,0.00029944355,2.6458572e-05,0.26426056,0.73536,6.468912e-06,4.179228e-05
17,1.0360292e-07,2.7456965e-08,7.775821e-06,1.1438184e-06,4.1398987e-05,0.999949,2.0988789e-07,4.2541777e-07
18,1.7855022e-09,1.9729762e-10,4.308419e-08,2.2853925e-08,5.339846e-09,1.0,1.435663e-09,1.7678369e-09
19,6.4277996e-09,7.8807444e-10,4.6299513e-07,9.1887884e-08,1.9072014e-07,0.99999917,8.9664125e-09,1.365169e-08
20,6.051459e-10,5.204685e-11,3.7165556e-08,1.6898744e-08,6.3857195e-09,1.0,1.0440081e-09,1.6718336e-09
21,5.942032e-11,3.506376e-12,3.5784857e-09,4.134554e-09,4.5252585e-10,1.0,1.7096749e-10,2.4502017e-10
22,1.5406582e-10,1.0465988e-11,6.1865015e-09,8.786472e-09,9.628884e-10,1.0,3.8279582e-10,7.775638e-10
23,2.792087e-10,2.1528663e-11,8.94773e-09,1.0431785e-08,1.0506321e-09,1.0,4.4463316e-10,7.460876e-10
24,1.424634e-09,1.4794246e-10,3.5913338e-08,1.5065802e-07,2.7076306e-08,0.9999995,9.2814565e-09,1.9276824e-07
25,7.0385714e-10,6.77267e-11,2.1126592e-08,1.8687302e-08,3.3432797e-09,1.0,9.852227e-10,1.8057086e-09
26,3.8987405e-10,3.4798674e-11,1.1859061e-08,1.3475602e-08,1.828015e-09,1.0,6.574763e-10,1.336313e-09
27,6.3275807e-10,5.843608e-11,1.5468874e-08,1.8020865e-08,2.2342523e-09,1.0,8.753731e-10,1.7004365e-09
28,7.3879614e-10,7.2243496e-11,1.7524618e-08,2.0284489e-08,2.6877793e-09,1.0,1.0012455e-09,2.1106443e-09
29,8.8681584e-10,9.152714e-11,1.8648883e-08,2.1429837e-08,2.8605915e-09,1.0,1.0682096e-09,2.3358604e-09
30,1.3433356e-09,1.4557225e-10,2.6180425e-08,2.366716e-08,3.5322985e-09,1.0,1.1198521e-09,2.1907247e-09
31,1.6954522e-09,1.9864489e-10,3.0947028e-08,2.719064e-08,4.416902e-09,1.0,1.3027706e-09,2.5953448e-09
32,1.6658684e-09,1.920905e-10,3.2290487e-08,3.3148414e-08,5.741486e-09,1.0,1.7987339e-09,3.973857e-09
33,1.5423935e-09,1.7613301e-10,2.9542703e-08,3.0103784e-08,4.919738e-09,1.0,1.59515e-09,3.3655576e-09
