,가다,동대문,따뜻하다,먹다,수제비,오늘,,.,너,마시다,물음표,읽다,책,커피
0,4.4556447e-10,0.99253595,5.3810304e-16,1.1869452e-15,3.723904e-17,1.0679463e-10,3.2451256e-16,3.967241e-15,1.1104743e-05,1.024234e-11,0.0007086633,2.047089e-12,7.995202e-16,0.0067442986
1,5.2282716e-11,0.9965796,7.3319887e-17,2.524231e-16,2.990092e-18,3.159226e-11,1.8582919e-17,3.129997e-16,4.19009e-06,2.811277e-12,0.00014001115,3.758345e-13,5.3816606e-17,0.0032762142
2,8.2072335e-11,0.9971136,6.8841266e-17,5.0104556e-16,4.6984516e-18,1.6337471e-11,1.7818223e-17,3.1956462e-16,3.6939161e-06,3.0226071e-12,9.9572804e-05,7.086469e-13,7.8766884e-17,0.0027831644
3,4.0189792e-11,0.99881846,3.524956e-17,2.0373358e-16,1.7934334e-18,1.0373162e-11,5.759603e-18,1.2616228e-16,2.4845049e-06,1.11103e-12,8.158605e-05,3.7454965e-13,4.8301892e-17,0.0010975038
4,4.134048e-11,0.9989942,4.4959344e-17,2.4710905e-16,3.2924956e-18,5.842061e-12,5.631359e-18,1.5246845e-16,3.4188847e-06,1.4944762e-12,0.00011186399,7.4638727e-13,7.965158e-17,0.0008905453
5,3.503013e-12,0.9989704,2.0884343e-17,8.513602e-17,8.2623044e-19,3.2000715e-12,1.0018234e-18,3.049965e-17,9.103346e-07,6.167813e-13,8.2584644e-05,2.0522715e-13,1.7474568e-17,0.0009461669
6,1.2067729e-12,0.999102,2.1772315e-17,4.8213234e-17,6.383823e-19,2.605096e-12,5.252011e-19,1.8204154e-17,6.7951714e-07,3.71583e-13,5.7028123e-05,9.154602e-14,1.102017e-17,0.0008402749
7,1.2323422e-12,0.9991167,2.1064718e-17,4.0724613e-17,6.3073287e-19,2.0078843e-12,3.3268747e-19,1.7748154e-17,4.5468406e-07,4.1521504e-13,8.087806e-05,1.3366614e-13,1.1095163e-17,0.000801914
8,3.645075e-13,0.9996252,9.944705e-18,1.4007172e-17,3.0599236e-19,1.2551622e-12,1.5550714e-19,7.548467e-18,2.5306943e-07,1.8328832e-13,4.3534452e-05,7.529243e-14,8.6078036e-18,0.0003309977
9,1.4949752e-13,0.99970967,1.01859815e-17,1.4416631e-17,3.054176e-19,1.0245847e-12,7.2850856e-20,4.0217683e-18,1.4532077e-07,1.413434e-13,4.1663523e-05,5.311287e-14,8.955624e-18,0.0002485124
10,8.514616e-14,0.9995814,8.721721e-18,8.359616e-18,2.8598705e-19,1.0107929e-12,4.6723517e-20,3.1806232e-18,1.18804735e-07,1.4206171e-13,5.8620742e-05,5.874494e-14,1.1390293e-17,0.00035981907
11,4.5166558e-14,0.99984443,4.0894105e-18,7.02172e-18,1.6283865e-19,5.9923025e-13,3.302833e-20,1.951878e-18,6.786353e-08,7.023476e-14,1.7277795e-05,2.6539089e-14,6.293941e-18,0.00013809935
12,4.2248238e-14,0.9999523,2.3417783e-18,4.9742713e-18,9.1746944e-20,3.9002818e-13,2.3553847e-20,1.4390285e-18,4.3467846e-08,3.816563e-14,8.028648e-06,1.6519548e-14,3.8985763e-18,3.968328e-05
13,1.7759562e-14,0.9999901,9.57744e-19,2.4449294e-18,2.9226805e-20,1.8200089e-13,1.2762305e-20,7.744665e-19,2.2241883e-08,1.4469796e-14,1.6549254e-06,1.018054e-14,1.526005e-18,8.167726e-06
14,1.5890133e-14,0.99999523,4.8661676e-19,2.1498813e-18,2.119635e-20,1.1797406e-13,9.736397e-21,6.910206e-19,1.2538418e-08,8.0214105e-15,6.872118e-07,5.1566366e-15,1.5690396e-18,4.0328136e-06
15,1.4901314e-14,0.99999905,3.323607e-19,1.7861667e-18,9.578101e-21,6.1277846e-14,8.554663e-21,6.218892e-19,8.727936e-09,3.996919e-15,2.2383493e-07,2.1478026e-15,1.3602183e-18,7.089897e-07
16,9.274634e-15,0.99999964,1.6659706e-19,9.330897e-19,5.8964677e-21,4.297636e-14,7.0393216e-21,5.155586e-19,4.535023e-09,2.136853e-15,9.5535384e-08,1.1174841e-15,1.3133199e-18,2.0635879e-07
17,8.195616e-15,0.9999999,1.9043194e-19,6.6451813e-19,5.078074e-21,5.779299e-14,7.84066e-21,4.642236e-19,3.1095755e-09,1.4626987e-15,3.8169162e-08,9.943131e-16,1.2477411e-18,8.8269736e-08
18,6.9134435e-15,1.0,1.382794e-19,3.7573614e-19,3.4019826e-21,3.664358e-14,7.870237e-21,4.3032373e-19,2.4518905e-09,1.1406383e-15,1.2709988e-08,5.1653604e-16,1.426118e-18,2.1523727e-08
19,5.8667814e-15,1.0,1.07116865e-19,4.0584632e-19,5.3529685e-21,5.6745055e-14,8.059026e-21,5.52593e-19,1.3960915e-09,7.476152e-16,5.7759313e-09,5.110248e-16,1.6184649e-18,7.96236e-09
20,3.0951048e-15,1.0,5.295756e-20,2.0108255e-19,2.8773736e-21,3.3264725e-14,3.563031e-21,6.1677487e-19,5.4255167e-10,2.9240647e-16,1.4175521e-09,1.7437224e-16,1.0636769e-18,2.3768436e-09
21,1.196688e-15,1.0,2.5483378e-20,1.04890075e-19,1.5752458e-21,3.6125393e-14,1.3854854e-21,3.9703211e-19,1.8318534e-10,1.9362161e-16,5.0861676e-10,8.5643865e-17,7.793464e-19,7.417344e-10
22,3.7515666e-16,1.0,6.882871e-21,2.967818e-20,6.4117706e-22,3.0177968e-14,4.459605e-22,1.3141567e-19,4.2318954e-11,7.0889484e-17,8.6484264e-11,2.2955787e-17,5.0906086e-19,2.0693658e-10
23,1.786545e-16,1.0,2.9378093e-21,1.420936e-20,4.774722e-22,2.925116e-14,2.963923e-22,9.36663e-20,1.932583e-11,3.7507777e-17,2.4340372e-11,1.1510928e-17,4.769577e-19,5.3433657e-11
24,1.2926844e-16,1.0,1.9175264e-21,1.2303745e-20,2.9076158e-22,2.948452e-14,3.18603e-22,1.0344803e-19,8.89176e-12,1.7752939e-17,6.2517565e-12,5.14938e-18,4.8473306e-19,1.668242e-11
25,1.1831336e-16,1.0,1.2608157e-21,1.4655437e-20,1.293371e-22,3.6395952e-14,3.869919e-22,6.824182e-20,7.2667584e-12,8.647406e-18,1.3376957e-12,2.2719425e-18,6.621296e-19,3.243313e-12
26,1.1382384e-16,1.0,1.1927241e-21,1.3788059e-20,1.481568e-22,8.949498e-14,2.9825695e-22,7.074647e-20,6.3673814e-12,6.246076e-18,1.3797796e-12,1.0372587e-18,7.213993e-19,1.802791e-12
27,5.122991e-17,1.0,6.4308037e-22,7.4167364e-21,1.04267974e-22,1.13206516e-13,1.8236672e-22,6.6023004e-20,4.2629537e-12,3.9073378e-18,7.386626e-13,8.583544e-19,7.596596e-19,1.2999166e-12
28,3.674893e-17,1.0,8.959505e-22,4.9013783e-21,1.772995e-22,3.410468e-13,1.9175256e-22,9.684884e-20,6.5553847e-12,4.3815397e-18,6.296642e-13,2.1351556e-18,1.8252855e-18,1.3073362e-12
29,1.4784785e-16,1.0,2.1014887e-21,1.3052081e-20,6.823368e-22,5.884004e-12,1.0025714e-21,4.2103896e-19,2.3068398e-11,1.714626e-17,2.4442898e-12,9.019328e-18,8.54728e-18,2.2065938e-12
30,2.8592394e-16,1.0,2.3640295e-21,3.179889e-20,1.00393e-21,3.1657427e-11,2.1499622e-21,8.2515655e-19,3.7311956e-11,7.8899425e-17,6.4803592e-12,1.0054766e-17,9.462962e-18,5.9410545e-12
31,1.117962e-15,1.0,6.944029e-21,5.7193536e-20,7.173509e-21,7.990196e-10,1.565303e-20,5.6346427e-18,1.6782704e-10,2.4420293e-16,2.6501676e-11,3.5213664e-17,3.048849e-17,4.13116e-11
32,7.043643e-15,1.0,4.229205e-20,1.6794989e-19,5.975704e-20,2.159503e-08,1.6946612e-19,6.806851e-17,4.2728973e-10,2.3322027e-15,1.480385e-10,2.7963101e-16,2.1470009e-16,7.3071416e-10
33,7.511642e-14,0.999997,1.0872793e-18,4.4052244e-18,1.6692178e-18,2.9378427e-06,8.043596e-18,3.0558408e-15,5.8439094e-09,8.808673e-14,2.0373987e-09,3.094033e-15,5.911018e-15,1.1391779e-08
34,3.9455063e-13,0.9999547,8.686024e-18,6.6206994e-17,1.263385e-17,4.5240857e-05,2.65089e-16,3.0759636e-14,1.759694e-08,2.983984e-13,3.274036e-09,7.016721e-15,6.0710795e-14,1.3415113e-08
35,1.1810943e-12,0.9999131,1.005232e-17,1.2706021e-16,1.4714572e-17,8.6879496e-05,4.651713e-16,1.0827705e-13,3.63768e-08,1.0726106e-12,7.431317e-09,1.1195511e-14,4.4948444e-14,1.1920211e-08
36,1.1357554e-11,0.9993036,4.6732346e-17,1.3449407e-15,8.5175145e-17,0.0006963411,3.7103287e-15,7.855688e-13,6.956733e-08,7.634123e-12,2.518221e-08,2.6230164e-14,2.4613913e-13,2.7235007e-08
37,1.0026774e-10,0.9965508,2.419813e-16,8.917945e-15,3.3181962e-16,0.003448937,3.0324203e-14,9.563013e-12,2.5618664e-07,2.5069254e-11,4.091827e-08,4.159003e-14,1.2932358e-12,3.6261053e-08
38,9.994136e-10,0.98646414,8.4383503e-16,8.896209e-14,2.5108026e-15,0.013533505,2.5214447e-13,1.12389535e-10,2.1409548e-06,3.511532e-10,1.1812312e-07,1.8646268e-13,1.1326901e-11,9.3174876e-08
