,가다,동대문,따뜻하다,먹다,수제비,오늘,,.
0,3.7736227e-11,0.9999999,1.4713275e-16,1.8754506e-15,6.7546137e-13,7.321728e-08,7.850728e-18,3.207072e-17
1,6.6314306e-12,1.0,8.143782e-17,8.830525e-16,2.9872171e-13,2.2412703e-08,1.5897484e-18,8.174654e-18
2,3.3811103e-12,1.0,6.4642696e-17,5.192188e-16,1.574183e-13,1.0079543e-08,3.7007463e-19,2.2297251e-18
3,1.65488e-12,1.0,7.2429536e-17,6.0480704e-16,6.1403444e-14,5.1688382e-09,2.1867057e-19,1.447891e-18
4,8.752566e-13,1.0,5.3118485e-17,4.5439697e-16,4.5623244e-14,2.961767e-09,1.4535516e-19,1.6353517e-18
5,7.673213e-14,1.0,1.7089449e-17,1.09324346e-16,8.794727e-15,8.8845636e-10,4.0534635e-20,4.0796977e-19
6,1.835368e-14,1.0,3.9854823e-18,3.5143344e-17,1.6349425e-15,2.9840785e-10,1.18343826e-20,9.002888e-20
7,4.5982543e-15,1.0,1.3824466e-18,1.33448635e-17,5.196567e-16,1.3470527e-10,3.652594e-21,4.1595097e-20
8,3.111014e-15,1.0,9.198512e-19,7.9910776e-18,3.7105763e-16,9.2665396e-11,3.072591e-21,3.066726e-20
9,2.221078e-15,1.0,7.927556e-19,4.8735873e-18,2.7772492e-16,8.6808345e-11,3.1983304e-21,2.6753255e-20
10,1.4031642e-15,1.0,5.99834e-19,2.9305384e-18,3.0924715e-16,7.987419e-11,2.4240823e-21,1.980571e-20
11,1.7431446e-15,1.0,7.0206665e-19,2.2648038e-18,4.01483e-16,1.1096161e-10,2.6978916e-21,2.5109647e-20
12,1.7393584e-15,1.0,8.87878e-19,2.0877087e-18,5.6095556e-16,1.2114418e-10,3.3818365e-21,3.039763e-20
13,7.864405e-16,1.0,3.9842796e-19,9.250838e-19,3.49114e-16,9.12996e-11,1.797958e-21,1.447757e-20
14,4.8953364e-16,1.0,1.3506328e-19,3.1505143e-19,2.6190457e-16,6.96909e-11,1.1205546e-21,8.297294e-21
15,4.6264384e-16,1.0,1.0208265e-19,1.8378119e-19,2.3907343e-16,6.232436e-11,1.110516e-21,7.086177e-21
16,2.4926364e-16,1.0,6.828765e-20,9.6568464e-20,2.163287e-16,4.7660046e-11,7.725992e-22,6.1481746e-21
17,1.5140825e-16,1.0,4.6805892e-20,6.025054e-20,1.2041929e-16,3.8764273e-11,5.7509394e-22,3.7778235e-21
18,2.9976102e-17,1.0,1.9955567e-20,1.7380873e-20,4.1749678e-17,2.0309117e-11,2.5348297e-22,1.2835563e-21
19,1.0036257e-17,1.0,8.490754e-21,8.745121e-21,1.9226429e-17,1.1013039e-11,1.3478822e-22,6.9247684e-22
20,4.9430134e-18,1.0,4.955164e-21,4.74263e-21,9.946157e-18,8.59124e-12,8.731745e-23,4.3341533e-22
21,4.2531377e-18,1.0,4.2654146e-21,4.6895228e-21,9.556264e-18,7.412966e-12,6.42619e-23,5.0802223e-22
22,3.090829e-18,1.0,3.5104285e-21,3.6941135e-21,8.729902e-18,6.8330927e-12,5.728756e-23,4.34556e-22
23,2.36814e-18,1.0,3.6514935e-21,4.1673694e-21,1.0622015e-17,7.7394376e-12,6.0239646e-23,5.874173e-22
24,1.7656081e-18,1.0,3.2454268e-21,3.7172822e-21,9.681052e-18,1.0074685e-11,5.63966e-23,5.741426e-22
25,1.9565431e-18,1.0,2.7621548e-21,4.3797452e-21,1.25903515e-17,1.0342359e-11,7.667122e-23,6.251403e-22
26,8.1615316e-19,1.0,1.9484514e-21,2.5134454e-21,6.8680107e-18,7.45151e-12,5.2104042e-23,4.1800088e-22
27,3.9417387e-19,1.0,1.8761749e-21,2.302283e-21,5.8652507e-18,7.022111e-12,4.956993e-23,4.1983064e-22
28,2.7857548e-19,1.0,1.5000455e-21,2.089307e-21,4.3995276e-18,7.959036e-12,6.58039e-23,4.408221e-22
29,1.6005057e-19,1.0,1.1435101e-21,2.9996291e-21,3.2955841e-18,1.0406432e-11,1.1293383e-22,5.1582956e-22
30,5.774885e-20,1.0,7.199384e-22,3.386148e-21,1.1856265e-18,1.2336112e-11,1.1485853e-22,6.190226e-22
31,6.5026936e-20,1.0,1.1722901e-21,1.1000098e-20,1.4079501e-18,4.265461e-11,4.257382e-22,2.6147266e-21
32,4.365854e-19,1.0,5.3485187e-21,7.813017e-20,8.652586e-18,2.1787848e-10,3.1537456e-21,1.944606e-20
33,3.1341416e-18,1.0,3.5233496e-20,6.5190895e-19,3.8374553e-17,2.0541011e-09,6.3671245e-20,3.5285297e-19
34,2.8065785e-17,1.0,1.8536962e-19,4.4489434e-18,1.366613e-16,1.7756475e-08,5.696733e-19,4.9987244e-18
35,9.407752e-17,0.9999999,2.861417e-19,1.390985e-17,2.884733e-16,6.607165e-08,2.1438803e-18,3.3029987e-17
36,1.4930786e-15,0.9999994,2.3302679e-18,1.184524e-16,2.5562487e-15,5.429787e-07,1.7480695e-17,2.8401489e-16
37,1.1020675e-14,0.99999666,1.28151924e-17,5.904005e-16,1.5006466e-14,3.3664696e-06,1.4720301e-16,2.7472112e-15
38,5.546405e-14,0.99998224,4.1616168e-17,2.911137e-15,5.76846e-14,1.780689e-05,4.4350079e-16,1.2629205e-14
39,6.8350675e-13,0.999931,1.8469718e-16,2.1597551e-14,3.969393e-13,6.904199e-05,3.479746e-15,1.3877994e-13
40,7.47708e-12,0.9997025,1.2444773e-15,1.13228545e-13,1.863583e-12,0.000297504,2.0993168e-14,1.0540064e-12
41,4.1836683e-11,0.99874926,5.0144486e-15,4.8629937e-13,1.12672155e-11,0.0012507574,9.3383634e-14,5.6082925e-12
42,3.976402e-10,0.9909394,2.0083849e-14,2.8718653e-12,7.50559e-11,0.009060576,5.978062e-13,5.081055e-11
43,3.4799092e-09,0.9655776,7.877591e-14,9.422302e-12,4.1289155e-10,0.03442239,5.008902e-12,2.4547572e-10
44,3.6693326e-08,0.8513246,3.578251e-13,3.3286207e-11,4.39806e-09,0.14867543,2.8646712e-11,2.3105042e-09
45,3.6585587e-07,0.5308516,1.4298284e-12,1.3151173e-10,1.947434e-08,0.46914798,1.2547165e-10,1.1086054e-08
46,1.4608293e-06,0.17635013,3.717129e-12,2.5773722e-10,7.951603e-08,0.8236483,4.5183676e-10,3.770959e-08
47,4.9291384e-06,0.038216848,4.6243885e-12,3.1063174e-10,2.510486e-07,0.9617778,1.0553388e-09,9.964371e-08
48,1.1135345e-05,0.0052979747,6.4941043e-12,3.3127132e-10,3.6337187e-07,0.9946904,1.4545569e-09,1.3696186e-07
49,2.6965241e-05,0.0014719876,1.0697457e-11,4.1247367e-10,9.631395e-07,0.9984999,2.8487648e-09,2.3658502e-07
50,0.00011303578,0.00053462724,3.2070773e-11,9.443298e-10,3.3424958e-06,0.99934834,4.3393538e-09,5.459051e-07
51,0.00026083048,0.00010753872,4.1682192e-11,1.2358715e-09,6.3148764e-06,0.9996247,8.4896605e-09,5.63973e-07
52,0.00042009063,2.35053e-05,8.43986e-11,1.6373668e-09,1.4572047e-05,0.9995409,1.2174569e-08,9.482876e-07
53,0.00083268364,3.1759591e-06,2.5964494e-10,2.765331e-09,4.757549e-05,0.9991142,2.4267601e-08,2.2752256e-06
54,0.0026818353,1.2401928e-06,4.3610712e-10,5.0445963e-09,0.0001639001,0.9971486,5.4031837e-08,4.553914e-06
55,0.0074667605,3.7989335e-07,1.9843927e-09,1.000772e-08,0.0005745047,0.9919487,1.02017424e-07,9.566001e-06
56,0.023832146,1.5144501e-07,1.3681726e-08,2.883534e-08,0.002775093,0.97335863,2.6184625e-07,3.377911e-05
57,0.08227382,1.4964438e-07,2.475241e-07,1.0414055e-07,0.035290778,0.8822661,5.1776584e-07,0.00016837499
58,0.3873078,1.6811198e-07,8.0045174e-07,2.7048102e-07,0.11008406,0.5018443,9.621226e-07,0.0007617324
59,0.23474203,6.6796304e-08,4.025623e-06,2.2636974e-07,0.40904826,0.3549623,5.26359e-07,0.0012425462
60,0.20662352,4.904964e-09,5.7939055e-06,1.5607006e-07,0.74392146,0.048458572,1.13377844e-07,0.0009903568
61,0.022932105,1.10173835e-10,7.362242e-06,3.1817503e-08,0.9758379,0.0011409407,2.5324087e-09,8.167687e-05
62,0.0019496336,1.0210463e-11,1.3779954e-05,2.1615458e-08,0.9979797,4.9054466e-05,4.652659e-11,7.823313e-06
63,0.002154247,3.7078357e-12,3.478853e-05,2.8938299e-08,0.99779284,1.4230843e-05,1.6296174e-11,3.8944195e-06
64,0.00062685186,4.553802e-13,3.39353e-05,3.753167e-08,0.99933726,1.364777e-06,1.0711038e-12,4.5256573e-07
65,0.000537025,3.6108215e-13,0.00032984398,3.0465299e-07,0.99913126,1.3523827e-06,6.1197965e-13,2.1770157e-07
66,0.001191359,7.9301415e-13,0.00031085007,5.86219e-07,0.998495,1.7939343e-06,1.4934758e-12,4.0296118e-07
67,0.009165018,2.5229443e-12,0.00042101645,4.83631e-06,0.9904032,4.236968e-06,4.591313e-12,1.687733e-06
68,0.0047498965,3.1532212e-12,0.00059328,3.691985e-06,0.99464405,6.0409757e-06,5.548714e-12,2.9378593e-06
69,0.0037995307,6.154563e-12,0.00048744222,3.215338e-06,0.9956988,7.193932e-06,9.9745915e-12,3.85746e-06
70,0.0055605816,2.0293479e-11,0.000692453,3.940526e-06,0.9937144,2.1985616e-05,1.8262501e-11,6.6761568e-06
71,0.0065312134,6.2803034e-11,0.00047174355,4.5454003e-06,0.99294746,3.865949e-05,3.7251396e-11,6.363077e-06
72,0.007031113,8.03116e-11,0.00029175798,2.368474e-06,0.99262166,4.5362216e-05,5.3544176e-11,7.704428e-06
73,0.010475608,1.8683709e-10,0.00020908788,4.5591355e-06,0.9890884,0.00019485361,2.2204896e-10,2.7521655e-05
74,0.025066921,3.934906e-10,0.00025992177,4.7356243e-06,0.9741854,0.00043051335,1.1730151e-09,5.2456366e-05
75,0.09668276,1.2887355e-09,0.00024814715,9.197293e-06,0.9009813,0.0019040178,5.2370344e-09,0.00017461147
76,0.28894705,2.2049582e-09,0.00023385967,1.3910507e-05,0.7041752,0.006281046,4.9117567e-08,0.00034889678
77,0.45545653,3.9103614e-09,7.67072e-05,1.0673018e-05,0.5235249,0.020093387,1.6300176e-07,0.000837611
78,0.7752679,6.501779e-09,4.5616212e-05,1.2079937e-05,0.1849184,0.03875687,5.0182143e-07,0.0009985995
79,0.7634966,1.4824907e-08,2.5039517e-05,9.970219e-06,0.15141034,0.08399359,1.0334846e-06,0.0010634176
80,0.76128227,1.3787693e-08,9.768632e-06,4.3573514e-06,0.06675626,0.17144522,9.2377473e-07,0.0005011394
81,0.56697536,1.0733228e-08,5.714093e-06,3.3657545e-06,0.037337385,0.39515993,1.1629451e-06,0.0005170977
82,0.37474728,1.485392e-08,2.9978917e-06,1.9464633e-06,0.021469118,0.6033205,1.6606849e-06,0.00045649963
83,0.33962265,1.4916395e-08,1.6292619e-06,1.7370929e-06,0.011996358,0.6477569,1.6053216e-06,0.00061907375
84,0.25725114,8.434567e-09,6.7944694e-07,4.1141982e-07,0.0055805375,0.73670965,1.5022425e-06,0.00045605106
85,0.20015894,1.1095413e-08,1.3362842e-07,1.1482066e-07,0.0020853404,0.7973533,6.1163826e-07,0.0004015319
86,0.18515217,6.3830656e-09,3.07151e-08,3.5506126e-08,0.0013093742,0.8132858,3.531719e-07,0.00025226598
87,0.30165237,5.825614e-09,5.424294e-09,2.2038247e-08,0.00047573526,0.69772714,1.2928716e-07,0.00014460026
88,0.2508836,4.7913873e-09,2.098951e-09,1.1186216e-08,0.00036053103,0.74864024,9.459371e-08,0.00011554036
89,0.4658457,8.250544e-09,8.7411417e-10,9.350697e-09,0.00031380728,0.533751,1.0518461e-07,8.933482e-05
90,0.21574107,7.1205455e-09,1.0179124e-09,1.0442684e-08,0.0005557415,0.7836323,1.4908971e-07,7.078737e-05
91,0.12022508,1.0279778e-08,1.4926231e-09,7.666184e-09,0.00091059,0.87873137,2.2021034e-07,0.00013275724
92,0.02044399,4.9254907e-09,2.1502902e-09,2.8471288e-09,0.0009586275,0.97852397,1.1539348e-07,7.3203104e-05
93,0.0034644061,3.5912326e-09,3.0072678e-09,1.5104831e-09,0.00081254577,0.99567825,1.0615917e-07,4.47468e-05
